,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2.0,2.05,2.1,2.15,2.2,2.25,2.3,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3.0,3.05,3.1,3.15,3.2,3.25,3.3,3.35,3.4,3.45,3.5,3.55,3.6,3.65,3.7,3.75,3.8,3.85,3.9,3.95,4.0
0.05,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,42,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0.1,100,100,100,100,100,100,100,100,100,84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0.15,100,100,100,100,100,100,100,100,100,100,100,100,100,19,100,100,100,100,100,61,100,100,100,100,100,100,100,100,29,100,100,100,28,100,100,100,100,100,100,63,100,100,100,100,85,100,100,22,100,100,100,100,100,83,100,100,100,100,100,100
0.2,100,100,100,100,100,72,100,100,100,100,38,100,100,34,100,43,100,94,15,100,100,100,28,100,100,100,100,100,100,100,21,100,100,100,100,100,100,30,72,44,100,100,27,100,44,100,100,100,100,100,100,42,100,100,100,100,100,100,100,100
0.25,100,100,100,20,100,100,100,100,100,22,100,100,100,21,100,100,100,100,100,100,100,15,100,100,100,100,27,24,29,52,100,18,89,40,100,47,100,16,100,100,100,100,100,15,100,100,18,23,100,100,14,82,100,32,100,100,100,77,15,27
0.3,100,100,33,100,100,21,100,19,100,49,74,100,100,100,100,100,18,26,23,20,100,100,21,19,100,100,100,63,100,100,100,100,100,32,15,100,100,85,33,100,15,32,100,100,100,25,79,100,100,100,95,100,100,100,81,17,24,100,100,100
0.35,100,47,100,33,100,34,38,100,26,34,29,45,27,51,39,39,55,100,100,17,100,70,46,100,100,75,10,100,100,100,33,14,14,15,100,100,16,100,100,100,100,53,100,100,84,10,23,50,100,100,28,57,100,100,53,100,100,100,100,51
0.4,99,100,35,35,100,38,22,90,33,53,100,16,11,12,15,22,100,100,17,27,12,13,29,13,12,18,8,100,100,43,24,43,13,12,17,17,37,100,100,63,17,100,33,17,100,100,100,17,42,100,34,36,100,100,45,100,21,100,45,100
0.45,100,63,49,34,24,20,27,28,20,45,18,22,9,27,24,100,11,14,16,100,39,13,90,100,16,100,20,10,48,21,23,9,31,8,27,48,100,29,28,100,14,20,27,76,100,58,100,100,43,100,79,20,100,100,40,17,74,100,21,100
